timestamp,app,direction,protocol,src_ip,dst_ip,sport,dport,pkt_len,ip_ttl,tcp_flags,tcp_window,payload_len,inter_arrival_ms,flow_id
1777297842.871791,traffic,in,UDP,10.129.9.167,149.156.96.8,60825,53,78,128,0,0,50,0.0,10.129.9.167:60825-149.156.96.8:53-UDP
1777297842.872694,traffic,in,UDP,10.129.9.167,149.156.96.8,49664,53,78,128,0,0,50,0.0,10.129.9.167:49664-149.156.96.8:53-UDP
1777297842.873447,traffic,in,UDP,149.156.96.8,10.129.9.167,53,49664,265,61,0,0,237,0.753,10.129.9.167:49664-149.156.96.8:53-UDP
1777297842.874083,traffic,in,UDP,149.156.96.8,10.129.9.167,53,60825,204,61,0,0,176,2.292,10.129.9.167:60825-149.156.96.8:53-UDP
1777297842.874283,traffic,in,TCP,10.129.9.167,104.208.16.90,63433,443,52,128,2,65535,0,0.0,10.129.9.167:63433-104.208.16.90:443-TCP
1777297842.874643,traffic,in,TCP,104.208.16.90,10.129.9.167,443,63433,52,101,18,65535,0,0.36,10.129.9.167:63433-104.208.16.90:443-TCP
1777297842.874982,traffic,in,TCP,10.129.9.167,104.208.16.90,63433,443,40,128,16,255,0,0.339,10.129.9.167:63433-104.208.16.90:443-TCP
1777297842.875339,traffic,in,TCP,10.129.9.167,104.208.16.90,63433,443,557,128,24,255,517,0.357,10.129.9.167:63433-104.208.16.90:443-TCP
1777297842.875682,traffic,in,TCP,104.208.16.90,10.129.9.167,443,63433,40,101,16,4062,0,0.343,10.129.9.167:63433-104.208.16.90:443-TCP
1777297842.875962,traffic,in,TCP,104.208.16.90,10.129.9.167,443,63433,139,101,24,16384,99,0.281,10.129.9.167:63433-104.208.16.90:443-TCP
1777297842.876296,traffic,in,TCP,10.129.9.167,104.208.16.90,63433,443,477,128,24,255,437,0.334,10.129.9.167:63433-104.208.16.90:443-TCP
1777297842.876558,traffic,in,TCP,10.129.9.167,52.182.143.214,62841,443,153,128,24,255,113,0.0,10.129.9.167:62841-52.182.143.214:443-TCP
1777297842.876857,traffic,in,TCP,10.129.9.167,52.182.143.214,62841,443,79,128,24,255,39,0.299,10.129.9.167:62841-52.182.143.214:443-TCP
1777297842.877093,traffic,in,TCP,10.129.9.167,52.182.143.214,62841,443,1290,128,16,255,1250,0.236,10.129.9.167:62841-52.182.143.214:443-TCP
1777297842.877289,traffic,in,TCP,10.129.9.167,52.182.143.214,62841,443,1290,128,16,255,1250,0.197,10.129.9.167:62841-52.182.143.214:443-TCP
1777297842.877467,traffic,in,TCP,10.129.9.167,52.182.143.214,62841,443,81,128,24,255,41,0.177,10.129.9.167:62841-52.182.143.214:443-TCP
1777297842.8777,traffic,in,TCP,104.208.16.90,10.129.9.167,443,63433,3790,101,16,16382,3750,1.404,10.129.9.167:63433-104.208.16.90:443-TCP
1777297842.877894,traffic,in,TCP,104.208.16.90,10.129.9.167,443,63433,781,101,24,16382,741,0.194,10.129.9.167:63433-104.208.16.90:443-TCP
1777297842.878047,traffic,in,TCP,10.129.9.167,104.208.16.90,63433,443,40,128,16,255,0,0.153,10.129.9.167:63433-104.208.16.90:443-TCP
1777297842.878235,traffic,in,TCP,10.129.9.167,104.208.16.90,63433,443,1290,128,16,255,1250,0.188,10.129.9.167:63433-104.208.16.90:443-TCP
1777297842.878411,traffic,in,TCP,10.129.9.167,104.208.16.90,63433,443,1290,128,16,255,1250,0.177,10.129.9.167:63433-104.208.16.90:443-TCP
1777297842.878592,traffic,in,TCP,10.129.9.167,104.208.16.90,63433,443,1101,128,24,255,1061,0.181,10.129.9.167:63433-104.208.16.90:443-TCP
1777297842.878746,traffic,in,TCP,52.182.143.214,10.129.9.167,443,62841,40,99,16,16385,0,1.279,10.129.9.167:62841-52.182.143.214:443-TCP
1777297842.878904,traffic,in,TCP,52.182.143.214,10.129.9.167,443,62841,40,99,16,16386,0,0.158,10.129.9.167:62841-52.182.143.214:443-TCP
1777297842.8791,traffic,in,TCP,52.182.143.214,10.129.9.167,443,62841,79,99,24,16386,39,0.196,10.129.9.167:62841-52.182.143.214:443-TCP
1777297842.879249,traffic,in,TCP,104.208.16.90,10.129.9.167,443,63433,40,101,16,16386,0,0.657,10.129.9.167:63433-104.208.16.90:443-TCP
1777297842.879416,traffic,in,TCP,104.208.16.90,10.129.9.167,443,63433,143,101,24,16386,103,0.167,10.129.9.167:63433-104.208.16.90:443-TCP
1777297842.879562,traffic,in,TCP,10.129.9.167,52.182.143.214,62841,443,40,128,16,255,0,0.462,10.129.9.167:62841-52.182.143.214:443-TCP
1777297842.879753,traffic,in,TCP,10.129.9.167,104.208.16.90,63433,443,40,128,16,255,0,0.337,10.129.9.167:63433-104.208.16.90:443-TCP
1777297842.880034,traffic,in,TCP,52.182.143.214,10.129.9.167,443,62841,134,99,24,16386,94,0.471,10.129.9.167:62841-52.182.143.214:443-TCP
1777297842.880319,traffic,in,TCP,10.129.9.167,52.182.143.214,62841,443,75,128,24,254,35,0.285,10.129.9.167:62841-52.182.143.214:443-TCP
1777297842.88053,traffic,in,TCP,104.208.16.90,10.129.9.167,443,63433,506,101,25,16386,466,0.777,10.129.9.167:63433-104.208.16.90:443-TCP
1777297842.880685,traffic,in,TCP,10.129.9.167,104.208.16.90,63433,443,40,128,16,253,0,0.155,10.129.9.167:63433-104.208.16.90:443-TCP
1777297842.88086,traffic,in,TCP,10.129.9.167,104.208.16.90,63433,443,64,128,24,253,24,0.175,10.129.9.167:63433-104.208.16.90:443-TCP
1777297842.88102,traffic,in,TCP,10.129.9.167,104.208.16.90,63433,443,40,128,17,253,0,0.16,10.129.9.167:63433-104.208.16.90:443-TCP
1777297842.881368,traffic,in,UDP,10.129.9.167,149.156.96.8,49664,53,74,128,0,0,46,7.921,10.129.9.167:49664-149.156.96.8:53-UDP
1777297842.881636,traffic,in,UDP,10.129.9.167,149.156.96.8,60825,53,74,128,0,0,46,7.553,10.129.9.167:60825-149.156.96.8:53-UDP
1777297842.883105,traffic,in,UDP,149.156.96.8,10.129.9.167,53,49664,510,61,0,0,482,1.737,10.129.9.167:49664-149.156.96.8:53-UDP
1777297842.885061,traffic,in,UDP,149.156.96.8,10.129.9.167,53,60825,494,61,0,0,466,3.425,10.129.9.167:60825-149.156.96.8:53-UDP
1777297842.885346,traffic,in,TCP,10.129.9.167,149.156.96.8,59405,53,52,128,2,65535,0,0.0,10.129.9.167:59405-149.156.96.8:53-TCP
1777297842.885536,traffic,in,TCP,149.156.96.8,10.129.9.167,53,59405,52,61,18,64240,0,0.19,10.129.9.167:59405-149.156.96.8:53-TCP
1777297842.886614,traffic,in,TCP,10.129.9.167,149.156.96.8,59405,53,40,128,16,255,0,1.078,10.129.9.167:59405-149.156.96.8:53-TCP
1777297842.887178,traffic,in,TCP,10.129.9.167,149.156.96.8,59405,53,88,128,24,255,48,0.565,10.129.9.167:59405-149.156.96.8:53-TCP
1777297842.887454,traffic,in,TCP,149.156.96.8,10.129.9.167,53,59405,40,61,16,502,0,0.276,10.129.9.167:59405-149.156.96.8:53-TCP
1777297842.889792,traffic,in,TCP,149.156.96.8,10.129.9.167,53,59405,585,61,24,502,545,2.338,10.129.9.167:59405-149.156.96.8:53-TCP
1777297842.89027,traffic,in,TCP,10.129.9.167,149.156.96.8,59405,53,40,128,17,253,0,0.478,10.129.9.167:59405-149.156.96.8:53-TCP
1777297842.890572,traffic,in,TCP,149.156.96.8,10.129.9.167,53,59405,40,61,17,502,0,0.301,10.129.9.167:59405-149.156.96.8:53-TCP
1777297842.890795,traffic,in,TCP,10.129.9.167,149.156.96.8,59405,53,40,128,16,253,0,0.224,10.129.9.167:59405-149.156.96.8:53-TCP
1777297842.890988,traffic,in,TCP,10.129.9.167,20.50.88.238,59406,443,52,128,2,65535,0,0.0,10.129.9.167:59406-20.50.88.238:443-TCP
1777297842.891171,traffic,in,TCP,104.208.16.90,10.129.9.167,443,63433,40,101,16,16386,0,10.15,10.129.9.167:63433-104.208.16.90:443-TCP
1777297842.891398,traffic,in,TCP,20.50.88.238,10.129.9.167,443,59406,52,106,18,65535,0,0.411,10.129.9.167:59406-20.50.88.238:443-TCP
1777297842.891669,traffic,in,TCP,10.129.9.167,20.50.88.238,59406,443,40,128,16,255,0,0.27,10.129.9.167:59406-20.50.88.238:443-TCP
1777297842.891948,traffic,in,TCP,10.129.9.167,20.50.88.238,59406,443,495,128,24,255,455,0.279,10.129.9.167:59406-20.50.88.238:443-TCP
1777297842.89212,traffic,in,TCP,52.182.143.214,10.129.9.167,443,62841,40,99,16,16386,0,11.801,10.129.9.167:62841-52.182.143.214:443-TCP
1777297842.892337,traffic,in,TCP,20.50.88.238,10.129.9.167,443,59406,3790,106,16,16384,3750,0.389,10.129.9.167:59406-20.50.88.238:443-TCP
1777297842.892545,traffic,in,TCP,20.50.88.238,10.129.9.167,443,59406,706,106,24,16384,666,0.208,10.129.9.167:59406-20.50.88.238:443-TCP
1777297842.892709,traffic,in,TCP,10.129.9.167,20.50.88.238,59406,443,40,128,16,255,0,0.164,10.129.9.167:59406-20.50.88.238:443-TCP
1777297842.892945,traffic,in,TCP,10.129.9.167,20.50.88.238,59406,443,120,128,24,255,80,0.236,10.129.9.167:59406-20.50.88.238:443-TCP
1777297842.893815,traffic,in,TCP,10.129.9.167,20.50.88.238,59406,443,641,128,24,255,601,0.871,10.129.9.167:59406-20.50.88.238:443-TCP
1777297842.894267,traffic,in,TCP,20.50.88.238,10.129.9.167,443,59406,143,106,24,16384,103,0.452,10.129.9.167:59406-20.50.88.238:443-TCP
1777297842.894725,traffic,in,TCP,10.129.9.167,20.50.88.238,59406,443,40,128,16,255,0,0.458,10.129.9.167:59406-20.50.88.238:443-TCP
1777297842.895226,traffic,in,TCP,20.50.88.238,10.129.9.167,443,59406,40,106,16,16382,0,0.501,10.129.9.167:59406-20.50.88.238:443-TCP
1777297842.895522,traffic,in,TCP,20.50.88.238,10.129.9.167,443,59406,370,106,24,16382,330,0.296,10.129.9.167:59406-20.50.88.238:443-TCP
1777297842.89579,traffic,in,TCP,20.50.88.238,10.129.9.167,443,59406,67,106,24,16382,27,0.268,10.129.9.167:59406-20.50.88.238:443-TCP
1777297842.895953,traffic,in,TCP,10.129.9.167,20.50.88.238,59406,443,40,128,16,254,0,0.163,10.129.9.167:59406-20.50.88.238:443-TCP
1777297842.896125,traffic,in,TCP,10.129.9.167,142.250.109.95,57253,443,79,128,24,255,39,0.0,10.129.9.167:57253-142.250.109.95:443-TCP
1777297842.896302,traffic,in,TCP,10.129.9.167,142.250.109.95,57253,443,64,128,24,255,24,0.177,10.129.9.167:57253-142.250.109.95:443-TCP
1777297842.89654,traffic,in,TCP,10.129.9.167,142.250.109.95,57253,443,40,128,17,255,0,0.238,10.129.9.167:57253-142.250.109.95:443-TCP
1777297842.896732,traffic,in,TCP,142.250.109.95,10.129.9.167,443,57253,40,118,16,1024,0,0.192,10.129.9.167:57253-142.250.109.95:443-TCP
1777297842.896882,traffic,in,TCP,142.250.109.95,10.129.9.167,443,57253,40,118,17,1024,0,0.15,10.129.9.167:57253-142.250.109.95:443-TCP
1777297842.897027,traffic,in,TCP,10.129.9.167,142.250.109.95,57253,443,40,128,16,255,0,0.145,10.129.9.167:57253-142.250.109.95:443-TCP
1777297842.897201,traffic,in,TCP,142.250.130.95,10.129.9.167,443,56040,204,118,24,478,164,0.0,10.129.9.167:56040-142.250.130.95:443-TCP
1777297842.897388,traffic,in,TCP,142.250.130.95,10.129.9.167,443,56040,71,118,24,478,31,0.187,10.129.9.167:56040-142.250.130.95:443-TCP
1777297842.897559,traffic,in,TCP,142.250.130.95,10.129.9.167,443,56040,79,118,24,478,39,0.172,10.129.9.167:56040-142.250.130.95:443-TCP
1777297842.897706,traffic,in,TCP,10.129.9.167,142.250.130.95,56040,443,40,128,16,252,0,0.147,10.129.9.167:56040-142.250.130.95:443-TCP
1777297842.897875,traffic,in,TCP,10.129.9.167,142.250.130.95,56040,443,79,128,24,252,39,0.169,10.129.9.167:56040-142.250.130.95:443-TCP
1777297842.898049,traffic,in,TCP,10.129.9.167,142.250.130.95,56039,443,277,128,24,251,237,0.0,10.129.9.167:56039-142.250.130.95:443-TCP
1777297842.898199,traffic,in,TCP,142.250.130.95,10.129.9.167,443,56040,40,118,16,478,0,0.324,10.129.9.167:56040-142.250.130.95:443-TCP
1777297842.898341,traffic,in,TCP,142.250.130.95,10.129.9.167,443,56039,40,118,16,1043,0,0.292,10.129.9.167:56039-142.250.130.95:443-TCP
1777297842.898507,traffic,in,TCP,142.250.130.95,10.129.9.167,443,56039,109,118,24,1043,69,0.166,10.129.9.167:56039-142.250.130.95:443-TCP
1777297842.898681,traffic,in,TCP,142.250.130.95,10.129.9.167,443,56039,71,118,24,1043,31,0.174,10.129.9.167:56039-142.250.130.95:443-TCP
1777297842.898849,traffic,in,TCP,142.250.130.95,10.129.9.167,443,56039,79,118,24,1043,39,0.168,10.129.9.167:56039-142.250.130.95:443-TCP
1777297842.898995,traffic,in,TCP,10.129.9.167,142.250.130.95,56039,443,40,128,16,255,0,0.146,10.129.9.167:56039-142.250.130.95:443-TCP
1777297842.89916,traffic,in,TCP,10.129.9.167,142.250.130.95,56039,443,79,128,24,255,39,0.165,10.129.9.167:56039-142.250.130.95:443-TCP
1777297842.899333,traffic,in,TCP,10.129.9.167,142.250.130.95,56040,443,1290,128,16,252,1250,1.134,10.129.9.167:56040-142.250.130.95:443-TCP
1777297842.899513,traffic,in,TCP,10.129.9.167,142.250.130.95,56040,443,1128,128,24,252,1088,0.18,10.129.9.167:56040-142.250.130.95:443-TCP
1777297842.899658,traffic,in,TCP,142.250.130.95,10.129.9.167,443,56039,40,118,16,1043,0,0.498,10.129.9.167:56039-142.250.130.95:443-TCP
1777297842.899799,traffic,in,TCP,142.250.130.95,10.129.9.167,443,56040,40,118,16,474,0,0.286,10.129.9.167:56040-142.250.130.95:443-TCP
1777297842.89994,traffic,in,TCP,142.250.130.95,10.129.9.167,443,56040,40,118,16,470,0,0.141,10.129.9.167:56040-142.250.130.95:443-TCP
1777297842.900109,traffic,in,TCP,142.250.130.95,10.129.9.167,443,56040,107,118,24,478,67,0.169,10.129.9.167:56040-142.250.130.95:443-TCP
1777297842.900278,traffic,in,TCP,142.250.130.95,10.129.9.167,443,56040,89,118,24,478,49,0.169,10.129.9.167:56040-142.250.130.95:443-TCP
1777297842.900422,traffic,in,TCP,10.129.9.167,142.250.130.95,56040,443,40,128,16,252,0,0.144,10.129.9.167:56040-142.250.130.95:443-TCP
1777297842.900586,traffic,in,TCP,142.250.130.95,10.129.9.167,443,56040,125,118,24,478,85,0.164,10.129.9.167:56040-142.250.130.95:443-TCP
1777297842.900737,traffic,in,TCP,10.129.9.167,142.250.130.95,56040,443,40,128,16,251,0,0.151,10.129.9.167:56040-142.250.130.95:443-TCP
1777297842.900904,traffic,in,TCP,10.129.9.167,20.250.119.64,58017,443,41,128,16,253,1,0.0,10.129.9.167:58017-20.250.119.64:443-TCP
1777297842.901054,traffic,in,TCP,20.250.119.64,10.129.9.167,443,58017,52,44,16,244,0,0.149,10.129.9.167:58017-20.250.119.64:443-TCP
1777297842.901221,traffic,in,TCP,142.250.130.95,10.129.9.167,443,56040,125,118,24,478,85,0.484,10.129.9.167:56040-142.250.130.95:443-TCP
1777297842.901366,traffic,in,TCP,10.129.9.167,142.250.130.95,56040,443,40,128,16,251,0,0.145,10.129.9.167:56040-142.250.130.95:443-TCP
1777297842.901532,traffic,in,TCP,10.129.9.167,52.182.143.214,62841,443,154,128,24,254,114,9.412,10.129.9.167:62841-52.182.143.214:443-TCP
1777297842.90194,traffic,in,TCP,10.129.9.167,52.182.143.214,62841,443,79,128,24,254,39,0.407,10.129.9.167:62841-52.182.143.214:443-TCP
1777297842.90237,traffic,in,TCP,10.129.9.167,52.182.143.214,62841,443,1290,128,16,254,1250,0.43,10.129.9.167:62841-52.182.143.214:443-TCP
1777297842.902741,traffic,in,TCP,10.129.9.167,52.182.143.214,62841,443,1178,128,24,254,1138,0.371,10.129.9.167:62841-52.182.143.214:443-TCP
1777297842.903,traffic,in,TCP,52.182.143.214,10.129.9.167,443,62841,40,99,16,16385,0,0.258,10.129.9.167:62841-52.182.143.214:443-TCP
1777297842.903223,traffic,in,TCP,52.182.143.214,10.129.9.167,443,62841,40,99,16,16386,0,0.224,10.129.9.167:62841-52.182.143.214:443-TCP
1777297842.90346,traffic,in,TCP,52.182.143.214,10.129.9.167,443,62841,79,99,24,16386,39,0.237,10.129.9.167:62841-52.182.143.214:443-TCP
1777297842.903619,traffic,in,TCP,10.129.9.167,52.182.143.214,62841,443,40,128,16,254,0,0.159,10.129.9.167:62841-52.182.143.214:443-TCP
1777297842.903792,traffic,in,TCP,52.182.143.214,10.129.9.167,443,62841,140,99,24,16386,100,0.173,10.129.9.167:62841-52.182.143.214:443-TCP
1777297842.903994,traffic,in,TCP,10.129.9.167,52.182.143.214,62841,443,75,128,24,254,35,0.202,10.129.9.167:62841-52.182.143.214:443-TCP
1777297842.90416,traffic,in,TCP,52.182.143.214,10.129.9.167,443,62841,40,99,16,16386,0,0.166,10.129.9.167:62841-52.182.143.214:443-TCP
1777297842.904453,traffic,in,UDP,10.129.9.167,149.156.96.8,49664,53,78,128,0,0,50,21.348,10.129.9.167:49664-149.156.96.8:53-UDP
1777297842.904699,traffic,in,UDP,10.129.9.167,149.156.96.8,60825,53,78,128,0,0,50,19.638,10.129.9.167:60825-149.156.96.8:53-UDP
1777297842.904937,traffic,in,UDP,10.129.9.167,149.156.119.130,49664,53,78,128,0,0,50,0.0,10.129.9.167:49664-149.156.119.130:53-UDP
1777297842.905184,traffic,in,UDP,10.129.9.167,149.156.119.130,60825,53,78,128,0,0,50,0.0,10.129.9.167:60825-149.156.119.130:53-UDP
1777297842.905872,traffic,in,UDP,149.156.96.8,10.129.9.167,53,49664,204,61,0,0,176,1.418,10.129.9.167:49664-149.156.96.8:53-UDP
1777297842.906523,traffic,in,UDP,149.156.96.8,10.129.9.167,53,60825,265,61,0,0,237,1.824,10.129.9.167:60825-149.156.96.8:53-UDP
1777297842.906716,traffic,in,TCP,10.129.9.167,104.208.16.90,59407,443,52,128,2,65535,0,0.0,10.129.9.167:59407-104.208.16.90:443-TCP
1777297842.907715,traffic,in,UDP,149.156.119.130,10.129.9.167,53,60825,262,61,0,0,234,2.532,10.129.9.167:60825-149.156.119.130:53-UDP
1777297842.90876,traffic,in,UDP,149.156.119.130,10.129.9.167,53,49664,201,61,0,0,173,3.823,10.129.9.167:49664-149.156.119.130:53-UDP
1777297842.9091,traffic,in,TCP,10.129.9.167,52.182.143.214,62841,443,158,128,24,254,118,4.94,10.129.9.167:62841-52.182.143.214:443-TCP
1777297842.909397,traffic,in,TCP,10.129.9.167,52.182.143.214,62841,443,1290,128,16,254,1250,0.297,10.129.9.167:62841-52.182.143.214:443-TCP
1777297842.909694,traffic,in,TCP,10.129.9.167,52.182.143.214,62841,443,1290,128,16,254,1250,0.297,10.129.9.167:62841-52.182.143.214:443-TCP
1777297842.909999,traffic,in,TCP,10.129.9.167,52.182.143.214,62841,443,1290,128,16,254,1250,0.304,10.129.9.167:62841-52.182.143.214:443-TCP
1777297842.910568,traffic,in,TCP,10.129.9.167,52.182.143.214,62841,443,1290,128,16,254,1250,0.57,10.129.9.167:62841-52.182.143.214:443-TCP
1777297842.910922,traffic,in,TCP,10.129.9.167,52.182.143.214,62841,443,82,128,24,254,42,0.354,10.129.9.167:62841-52.182.143.214:443-TCP
1777297842.911201,traffic,in,TCP,104.208.16.90,10.129.9.167,443,59407,52,100,18,65535,0,4.485,10.129.9.167:59407-104.208.16.90:443-TCP
1777297842.911453,traffic,in,TCP,10.129.9.167,104.208.16.90,59407,443,40,128,16,255,0,0.251,10.129.9.167:59407-104.208.16.90:443-TCP
1777297842.911748,traffic,in,TCP,10.129.9.167,104.208.16.90,59407,443,557,128,24,255,517,0.296,10.129.9.167:59407-104.208.16.90:443-TCP
1777297842.911999,traffic,in,TCP,104.208.16.90,10.129.9.167,443,59407,40,100,16,4062,0,0.251,10.129.9.167:59407-104.208.16.90:443-TCP
1777297842.912235,traffic,in,TCP,52.182.143.214,10.129.9.167,443,62841,40,99,16,16386,0,1.313,10.129.9.167:62841-52.182.143.214:443-TCP
1777297842.912448,traffic,in,TCP,52.182.143.214,10.129.9.167,443,62841,40,99,16,16386,0,0.213,10.129.9.167:62841-52.182.143.214:443-TCP
1777297842.912789,traffic,in,TCP,104.208.16.90,10.129.9.167,443,59407,139,100,24,16384,99,0.79,10.129.9.167:59407-104.208.16.90:443-TCP
1777297842.913041,traffic,in,TCP,10.129.9.167,104.208.16.90,59407,443,477,128,24,255,437,0.252,10.129.9.167:59407-104.208.16.90:443-TCP
1777297842.91327,traffic,in,TCP,104.208.16.90,10.129.9.167,443,59407,3790,100,16,16382,3750,0.229,10.129.9.167:59407-104.208.16.90:443-TCP
1777297842.913486,traffic,in,TCP,104.208.16.90,10.129.9.167,443,59407,781,100,24,16382,741,0.217,10.129.9.167:59407-104.208.16.90:443-TCP
1777297842.913654,traffic,in,TCP,10.129.9.167,104.208.16.90,59407,443,40,128,16,255,0,0.168,10.129.9.167:59407-104.208.16.90:443-TCP
1777297842.913878,traffic,in,TCP,10.129.9.167,104.208.16.90,59407,443,1290,128,16,255,1250,0.224,10.129.9.167:59407-104.208.16.90:443-TCP
1777297842.914432,traffic,in,TCP,10.129.9.167,104.208.16.90,59407,443,802,128,24,255,762,0.554,10.129.9.167:59407-104.208.16.90:443-TCP
1777297842.914652,traffic,in,TCP,52.182.143.214,10.129.9.167,443,62841,140,99,24,16386,100,2.204,10.129.9.167:62841-52.182.143.214:443-TCP
1777297842.914909,traffic,in,TCP,10.129.9.167,52.182.143.214,62841,443,40,128,16,253,0,0.257,10.129.9.167:62841-52.182.143.214:443-TCP
1777297842.915296,traffic,in,TCP,104.208.16.90,10.129.9.167,443,59407,40,100,16,16386,0,0.864,10.129.9.167:59407-104.208.16.90:443-TCP
1777297842.915627,traffic,in,TCP,104.208.16.90,10.129.9.167,443,59407,143,100,24,16386,103,0.331,10.129.9.167:59407-104.208.16.90:443-TCP
1777297842.915983,traffic,in,TCP,104.208.16.90,10.129.9.167,443,59407,506,100,25,16386,466,0.356,10.129.9.167:59407-104.208.16.90:443-TCP
1777297842.916286,traffic,in,TCP,10.129.9.167,104.208.16.90,59407,443,40,128,16,253,0,0.303,10.129.9.167:59407-104.208.16.90:443-TCP
1777297842.916613,traffic,in,TCP,10.129.9.167,104.208.16.90,59407,443,64,128,24,253,24,0.327,10.129.9.167:59407-104.208.16.90:443-TCP
1777297842.916848,traffic,in,TCP,10.129.9.167,104.208.16.90,59407,443,40,128,17,253,0,0.234,10.129.9.167:59407-104.208.16.90:443-TCP
1777297842.917084,traffic,in,TCP,104.208.16.90,10.129.9.167,443,59407,40,100,16,16386,0,0.237,10.129.9.167:59407-104.208.16.90:443-TCP
1777297842.91731,traffic,in,TCP,142.250.130.95,10.129.9.167,443,56040,204,118,24,478,164,15.944,10.129.9.167:56040-142.250.130.95:443-TCP
1777297842.917492,traffic,in,TCP,10.129.9.167,52.123.144.241,54895,443,98,128,24,252,58,0.0,10.129.9.167:54895-52.123.144.241:443-TCP
1777297842.917654,traffic,in,TCP,10.129.9.167,142.250.130.95,56040,443,40,128,16,255,0,0.344,10.129.9.167:56040-142.250.130.95:443-TCP
1777297842.917825,traffic,in,TCP,52.123.144.241,10.129.9.167,443,54895,87,106,24,16384,47,0.333,10.129.9.167:54895-52.123.144.241:443-TCP
1777297842.917986,traffic,in,TCP,10.129.9.167,52.123.144.241,54895,443,40,128,16,252,0,0.161,10.129.9.167:54895-52.123.144.241:443-TCP
1777297842.918163,traffic,in,TCP,142.250.130.95,10.129.9.167,443,56040,527,118,24,478,487,0.509,10.129.9.167:56040-142.250.130.95:443-TCP
1777297842.918335,traffic,in,TCP,142.250.130.95,10.129.9.167,443,56040,71,118,24,478,31,0.171,10.129.9.167:56040-142.250.130.95:443-TCP
1777297842.918627,traffic,in,TCP,142.250.130.95,10.129.9.167,443,56040,79,118,24,478,39,0.292,10.129.9.167:56040-142.250.130.95:443-TCP
1777297842.919137,traffic,in,TCP,10.129.9.167,142.250.130.95,56040,443,40,128,16,253,0,0.51,10.129.9.167:56040-142.250.130.95:443-TCP
1777297842.919462,traffic,in,TCP,10.129.9.167,142.250.130.95,56040,443,79,128,24,253,39,0.325,10.129.9.167:56040-142.250.130.95:443-TCP
1777297842.919729,traffic,in,TCP,10.129.9.167,142.250.130.95,56039,443,278,128,24,255,238,20.071,10.129.9.167:56039-142.250.130.95:443-TCP
1777297842.920062,traffic,in,TCP,142.250.130.95,10.129.9.167,443,56040,40,118,16,478,0,0.599,10.129.9.167:56040-142.250.130.95:443-TCP
1777297842.920329,traffic,in,TCP,142.250.130.95,10.129.9.167,443,56039,40,118,16,1043,0,0.6,10.129.9.167:56039-142.250.130.95:443-TCP
1777297842.920619,traffic,in,TCP,142.250.130.95,10.129.9.167,443,56039,109,118,24,1043,69,0.289,10.129.9.167:56039-142.250.130.95:443-TCP
1777297842.920907,traffic,in,TCP,142.250.130.95,10.129.9.167,443,56039,71,118,24,1043,31,0.288,10.129.9.167:56039-142.250.130.95:443-TCP
1777297842.92118,traffic,in,TCP,142.250.130.95,10.129.9.167,443,56039,79,118,24,1043,39,0.274,10.129.9.167:56039-142.250.130.95:443-TCP
1777297842.92143,traffic,in,TCP,10.129.9.167,142.250.130.95,56039,443,40,128,16,255,0,0.25,10.129.9.167:56039-142.250.130.95:443-TCP
1777297842.9218,traffic,in,TCP,10.129.9.167,142.250.130.95,56039,443,79,128,24,255,39,0.37,10.129.9.167:56039-142.250.130.95:443-TCP
1777297842.922151,traffic,in,TCP,10.129.9.167,142.250.130.95,56040,443,1290,128,16,253,1250,2.089,10.129.9.167:56040-142.250.130.95:443-TCP
1777297842.92245,traffic,in,TCP,10.129.9.167,142.250.130.95,56040,443,1290,128,16,253,1250,0.299,10.129.9.167:56040-142.250.130.95:443-TCP
1777297842.922773,traffic,in,TCP,10.129.9.167,142.250.130.95,56040,443,1290,128,16,253,1250,0.323,10.129.9.167:56040-142.250.130.95:443-TCP
1777297842.923041,traffic,in,TCP,10.129.9.167,142.250.130.95,56040,443,53,128,24,253,13,0.268,10.129.9.167:56040-142.250.130.95:443-TCP
1777297842.923285,traffic,in,TCP,142.250.130.95,10.129.9.167,443,56039,40,118,16,1043,0,1.486,10.129.9.167:56039-142.250.130.95:443-TCP
1777297842.923518,traffic,in,TCP,142.250.130.95,10.129.9.167,443,56040,40,118,16,474,0,0.477,10.129.9.167:56040-142.250.130.95:443-TCP
1777297842.923872,traffic,in,TCP,142.250.130.95,10.129.9.167,443,56040,40,118,16,465,0,0.354,10.129.9.167:56040-142.250.130.95:443-TCP
1777297842.924313,traffic,in,TCP,142.250.130.95,10.129.9.167,443,56040,107,118,24,478,67,0.442,10.129.9.167:56040-142.250.130.95:443-TCP
1777297842.924758,traffic,in,TCP,142.250.130.95,10.129.9.167,443,56040,89,118,24,478,49,0.445,10.129.9.167:56040-142.250.130.95:443-TCP
1777297842.925205,traffic,in,TCP,10.129.9.167,142.250.130.95,56040,443,40,128,16,253,0,0.447,10.129.9.167:56040-142.250.130.95:443-TCP
1777297842.92574,traffic,in,UDP,10.129.9.167,149.156.96.8,49664,53,78,128,0,0,50,19.869,10.129.9.167:49664-149.156.96.8:53-UDP
1777297842.926038,traffic,in,UDP,10.129.9.167,149.156.96.8,57937,53,78,128,0,0,50,0.0,10.129.9.167:57937-149.156.96.8:53-UDP
1777297842.926383,traffic,in,UDP,10.129.9.167,149.156.96.8,52201,53,78,128,0,0,50,0.0,10.129.9.167:52201-149.156.96.8:53-UDP
